ObsID,NH3 Time,CM1,CM2,CM3,Telescope,FL,Camera,Seeing,Transparency,CH4 Abs / PCloud,CH4 Qual,NH3 Abs / fc(NH3),NH3Qual,RGB Context
20241105UTj,2024-11-05_09:19:48,189.8,44.8,180.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-05-0919_8-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-05-0919_8-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-05-0930_3-Jupiter_R685G550B450-RGB-WhtBal-WV-artifact
20241111UTa,2024-11-11_04:53:06,255.3,65.9,203.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-11-0453_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-11-0453_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-11-0503_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241115UTa,2024-11-15_04:35:24,156.7,296.8,75.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-15-0435_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-15-0435_4-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-15-0445_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241115UTb,2024-11-15_04:56:18,169.4,309.5,87.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-15-0456_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-15-0456_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-15-0506_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241115UTc,2024-11-15_05:17:12,182.2,322.1,100.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-15-0517_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-15-0517_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-15-0527_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241115UTd,2024-11-15_05:38:06,194.9,334.7,112.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-15-0538_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-15-0538_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-15-0548_6-Jupiter_R685G550B632450-RGB-ClrSmth-WhtBal-WV
20241115UTe,2024-11-15_06:06:12,212.0,351.7,129.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-15-0606_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-15-0606_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-15-0616_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241115UTf,2024-11-15_06:27:06,224.8,4.4,142.6,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-15-0627_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-15-0627_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-15-0637_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241115UTg,2024-11-15_06:48:00,237.5,17.0,155.2,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-15-0648_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-15-0648_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-15-0658_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241115UTh,2024-11-15_07:09:00,250.3,29.7,167.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-15-0708_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-15-0709_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-15-0719_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241115UTi,2024-11-15_07:29:54,263.1,42.3,180.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-15-0729_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-15-0729_9-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-15-0740_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTa,2024-11-18_03:17:18,223.2,340.9,119.8,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0317_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0317_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0327_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTb,2024-11-18_03:38:12,235.9,353.5,132.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0338_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0338_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0348_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTc,2024-11-18_03:59:12,248.7,6.2,145.2,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0359_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0359_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0409_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTd,2024-11-18_04:20:06,261.4,18.8,157.8,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0420_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0420_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0430_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTe,2024-11-18_04:41:00,274.2,31.5,170.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0441_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0441_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0451_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTf,2024-11-18_05:05:30,289.1,46.3,185.2,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0505_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0505_5-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0516_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTg,2024-11-18_05:26:24,301.9,58.9,197.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0526_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0526_4-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0536_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTh,2024-11-18_05:47:18,314.6,71.5,210.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0547_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0547_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0557_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTi,2024-11-18_06:08:18,327.4,84.2,223.2,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0608_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0608_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0618_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTj,2024-11-18_06:29:12,340.2,96.9,235.8,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0629_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0629_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0639_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTk,2024-11-18_06:50:06,352.9,109.5,248.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0650_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0650_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0700_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTl,2024-11-18_07:11:00,5.7,122.1,261.1,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0711_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0711_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0721_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTm,2024-11-18_07:31:54,18.4,134.8,273.8,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0731_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0731_9-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0742_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTn,2024-11-18_07:52:48,31.1,147.4,286.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0752_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0752_8-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0803_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTo,2024-11-18_08:13:48,43.9,160.1,299.1,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0813_8-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0813_8-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0824_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241118UTp,2024-11-18_08:34:42,56.7,172.7,311.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-18-0834_7-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-18-0834_7-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-18-0845_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTa,2024-11-28_03:17:00,3.4,44.8,186.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0316_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0317_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0327_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTb,2024-11-28_03:37:54,16.1,57.4,199.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0337_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0337_9-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0348_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTc,2024-11-28_03:58:48,28.9,70.0,211.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0358_8-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0358_8-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0409_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTd,2024-11-28_04:19:42,41.6,82.7,224.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0419_7-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0419_7-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0430_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTe,2024-11-28_04:40:36,54.3,95.3,236.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0440_6-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0440_6-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0451_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTf,2024-11-28_05:01:36,67.2,108.0,249.6,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0501_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0501_6-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0512_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTg,2024-11-28_05:22:30,79.9,120.6,262.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0522_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0522_5-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0533_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTh,2024-11-28_05:43:24,92.6,133.3,274.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0543_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0543_4-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0553_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTi,2024-11-28_06:04:18,105.4,145.9,287.6,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0604_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0604_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0614_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTj,2024-11-28_06:30:18,121.2,161.6,303.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0630_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0630_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0640_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTk,2024-11-28_06:51:12,134.0,174.3,315.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0651_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0651_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0701_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTl,2024-11-28_07:12:06,146.7,186.9,328.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0712_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0712_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0722_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTm,2024-11-28_07:33:06,159.5,199.6,341.2,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0733_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0733_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0743_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241128UTn,2024-11-28_07:54:00,172.3,212.2,353.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0754_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-28-0754_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-28-0804_5-Jupiter_R685G5506450-RGB-ClrSmth-WhtBal-WV
20241128UTo,2024-11-28_08:12:36,183.6,223.5,5.1,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-28-0812_6-Jupiter_R656G6206632-RGB-WhtBal,1,2024-11-28-0812_6-Jupiter_R656G6476632-RGB-WhtBal,1,2024-11-28-0804_5-Jupiter_R685G5506450-RGB-ClrSmth-WhtBal-WV
20241129UTa,2024-11-29_03:36:18,173.2,206.9,348.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0336_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0336_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0346_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTb,2024-11-29_03:56:54,185.7,219.3,1.2,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0357_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0356_9-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0407_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTc,2024-11-29_04:18:06,198.7,232.1,14.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0418_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0418_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0428_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTd,2024-11-29_04:39:00,211.4,244.8,26.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0439_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0439_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0449_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTe,2024-11-29_05:00:00,224.2,257.4,39.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0459_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0500_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0510_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTf,2024-11-29_05:20:54,237.0,270.1,52.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0520_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0520_9-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0531_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTg,2024-11-29_05:41:48,249.7,282.7,64.6,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0541_8-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0541_8-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0552_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTh,2024-11-29_06:02:42,262.5,295.3,77.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0602_8-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0602_7-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0613_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTi,2024-11-29_06:26:36,277.0,309.8,91.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0626_6-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0626_6-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0637_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTj,2024-11-29_06:47:36,289.8,322.5,104.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0647_6-Jupiter_R665G620B632-RGB-WhtBal,1,2024-11-29-0647_6-Jupiter_R665G647B632-RGB-WhtBal,1,2024-11-29-0658_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTk,2024-11-29_07:08:30,302.6,335.1,117.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0708_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0708_5-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0719_0-Jupiter_R686G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTl,2024-11-29_07:29:24,315.3,347.8,129.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0729_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0729_4-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0739_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTm,2024-11-29_07:50:18,328.1,0.4,142.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0750_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0750_3-Jupiter_R656G647B632-RGB_WhtBal,1,2024-11-29-0800_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241129UTn,2024-11-29_08:11:18,340.9,13.1,155.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-11-29-0811_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-11-29-0811_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-11-29-0800_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241202UTa,2024-12-02_02:51:36,260.0,271.1,53.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-02-0251_6-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-02-0251_6-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-02-0302_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241202UTb,2024-12-02_03:12:30,272.8,283.7,66.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-02-0312_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-02-0312_5-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-02-0323_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241202UTc,2024-12-02_03:33:24,285.5,296.3,79.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-02-0333_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-02-0333_4-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-02-0343_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241202UTd,2024-12-02_03:55:48,299.2,309.9,92.6,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-02-0355_8-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-02-0355_8-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-02-0406_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241202UTe,2024-12-02_04:16:42,311.9,322.5,105.2,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-02-0416_7-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-02-0416_7-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-02-0427_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241202UTf,2024-12-02_04:37:36,324.7,335.1,117.8,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-02-0437_6-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-02-0437_6-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-02-0448_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241202UTg,2024-12-02_04:58:30,337.4,347.8,130.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-02-0458_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-02-0458_5-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-02-0509_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241202UTh,2024-12-02_05:19:24,350.2,0.4,143.1,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-02-0519_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-02-0519_4-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-02-0529_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTa,2024-12-03_02:27:24,43.3,46.8,189.8,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0227_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0227_4-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0237_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTb,2024-12-03_02:48:18,56.1,59.5,202.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0248_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0248_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0258_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTc,2024-12-03_03:09:12,68.8,72.1,215.1,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0309_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0309_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0319_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTd,2024-12-03_03:30:06,81.6,84.7,227.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0330_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0330_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0340_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTe,2024-12-03_03:51:00,94.3,97.4,240.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0351_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0351_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0401_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTf,2024-12-03_04:20:30,112.3,115.2,258.2,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0420_5-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0420_5-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0428_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTg,2024-12-03_04:41:30,125.1,127.9,270.9,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0441_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0441_5-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0451_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTh,2024-12-03_05:02:24,137.8,140.5,283.5,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0502_4-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0502_4-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0512_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTi,2024-12-03_05:23:18,150.6,153.2,296.1,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0523_3-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0523_3-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0533_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTj,2024-12-03_05:44:12,163.3,165.8,308.8,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0544_2-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0544_2-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0554_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTk,2024-12-03_06:05:06,176.1,178.4,321.4,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0605_1-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0605_1-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0615_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTl,2024-12-03_06:26:00,188.8,191.1,334.1,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0626_0-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0626_0-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0636_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTm,2024-12-03_06:46:54,201.6,203.7,346.7,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0646_9-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0646_9-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0657_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTn,2024-12-03_07:07:48,214.3,216.3,359.3,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0707_8-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0707_8-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0718_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20241203UTo,2024-12-03_07:28:42,227.0,229.0,12.0,C11,5600mm,ASI120MM,'9/10','8/10',2024-12-03-0728_7-Jupiter_R656G620B632-RGB-WhtBal,1,2024-12-03-0728_7-Jupiter_R656G647B632-RGB-WhtBal,1,2024-12-03-0739_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
