ObsID,NH3 Time,CM1,CM2,CM3,Telescope,FL,Camera,Seeing,Transparency,CH4 Abs / PCloud,CH4 Qual,NH3 Abs / fc(NH3),NH3Qual,RGB Context
20231217UTb,2023-12-17_02:01:36,286.5,96.0,145.3,C11,5600mm,ASI120MM,'8/10','8/10',2023-12-17-0201_7-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-17-0201_6-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-17-0215_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231217UTc,2023-12-17_02:28:12,302.8,112.0,161.3,C11,5600mm,ASI120MM,'8/10','8/10',2023-12-17-0228_2-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-17-0228_2-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-17-0240_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231218UTa,2023-12-18_00:00:36,10.7,173.1,222.6,C11,5600mm,ASI120MM,'6/10','8/10',2023-12-17-2359_9-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-18-0000_6-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-18-0017_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231218UTb,2023-12-18_01:22:36,60.6,222.6,272.2,C11,5600mm,ASI120MM,'9/10','8/10',2023-12-18-0122_6-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-18-0122_6-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-18-0134_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231218UTc,2023-12-18_02:21:24,96.5,258.2,307.7,C11,5600mm,ASI120MM,'9/10','8/10',2023-12-18-0221_4-Jupiter_R656G620B632-RGB-Smth-WthBal,1,2023-12-18-0221_4-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-18-0235_5-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231218UTd,2023-12-18_03:12:54,127.9,289.3,338.9,C11,5600mm,ASI120MM,'7/10','8/10',2023-12-18-0312_8-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-18-0312_9-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-18-0327_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231218UTe,2023-12-18_04:16:24,166.6,327.7,17.3,C11,5600mm,ASI120MM,'7/10','8/10',2023-12-18-0416_4-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-18-0416_4-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-18-0430_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231218UTf,2023-12-18_05:13:06,201.2,1.9,51.5,C11,5600mm,ASI120MM,'7/10','8/10',2023-12-18-0513_1-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-18-0513_1-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-18-0527_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231229UTa,2023-12-29_00:48:00,335.9,54.1,106.6,C11,5600mm,ASI120MM,'U/10','u/10',2023-12-29-0048_0-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-29-0048_0-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-29-0104_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231229UTb,2023-12-29_02:07:00,24.0,101.9,154.4,C11,5600mm,ASI120MM,'U/10','u/10',2023-12-29-0207_0-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-29-0207_0-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-29-0220_0-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20231229UTc,2023-12-29_03:35:48,78.2,155.6,208.1,C11,5600mm,ASI120MM,'U/10','u/10',2023-12-29-0335_7-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2023-12-29-0335_8-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2023-12-29-0352_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240129UTa,2024-01-29_02:07:00,235.0,76.3,137.0,C11,5600mm,ASI120MM,'6/10','8/10',2024-01-29-0207_0-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-01-29-0207_0-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-01-29-0223_3-Jupiter_R685G550B450-RGB-ClrSmth-WthBal-WV
20240129UTb,2024-01-29_02:35:36,252.4,93.6,154.3,C11,5600mm,ASI120MM,'6/10','8/10',2024-01-29-0235_6-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-01-29-0235_6-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-01-29-0248_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240130UTa,2024-01-30_01:17:06,2.3,196.2,257.2,C11,5600mm,ASI120MM,'8/10','8/10',2024-01-30-0117_1-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-01-30-0117_1-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-01-30-0131_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240130UTb,2024-01-30_02:48:00,57.7,251.2,312.2,C11,5600mm,ASI120MM,'8/10','8/10',2024-01-30-0248_0-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-01-30-0248_0-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-01-30-0306_4-Jupiter_R685G550B450-DR-ST-RGB-ClrSmth-WhtBal-WV
20240130UTc,2024-01-30_03:22:06,78.5,271.8,332.8,C11,5600mm,ASI120MM,'8/10','8/10',2024-01-30-0322_1-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-01-30-0322_1-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-01-30-0334_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240131UTa,2024-01-31_02:22:30,199.9,25.9,87.1,C11,5600mm,ASI120MM,'8/10','8/10',2024-01-31-0222_5-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-01-31-0222_5-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-01-31-0236_3-Jupiter_R685G550B450-RGB-ClrSmthWhtBal-WV
20240131UTb,2024-01-31_02:49:06,216.1,41.9,103.2,C11,5600mm,ASI120MM,'8/10','8/10',2024-01-31-0249_1-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-01-31-0249_1-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-01-31-0302_3-Jupiter_R685G550B450-RGB-ClrSmthWhtBal-WV
20240202UTa,2024-02-02_02:17:06,152.0,322.8,24.6,C11,5600mm,ASI120MM,'8/10','8/10',2024-02-02-0217_1-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-02-02-0217_1-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-02-02-0229_6-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240202UTb,2024-02-02_03:19:30,190.0,0.5,62.3,C11,5600mm,ASI120MM,'8/10','8/10',2024-02-02-0319_5-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-02-02-0319_5-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-02-02-0334_8-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240220UTa,2024-02-20_01:34:24,84.5,118.1,184.7,C11,5600mm,ASI120MM,'8/10','8/10',2024-02-20-0134_3-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-02-20-0134_4-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-02-20-0148_1-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240220UTb,2024-02-20_02:00:36,100.5,134.0,200.6,C11,5600mm,ASI120MM,'8/10','8/10',2024-02-20-0200_7-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-02-20-0200_6-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-02-20-0214_2-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240229UTa,2024-02-29_02:03:12,81.1,45.9,114.9,C11,5600mm,ASI120MM,'8/10','8/10',2024-02-29-0203_5-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-02-29-0203_2-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-02-29-0216_9-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240229UTb,2024-02-29_02:29:06,96.9,61.6,130.6,C11,5600mm,ASI120MM,'8/10','8/10',2024-02-29-0229_1-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-02-29-0229_1-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-02-29-0241_3-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240301UTa,2024-03-01_01:54:00,233.1,190.4,259.7,C11,5600mm,ASI120MM,'8/10','8/10',2024-03-01-0154_0-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-03-01-0154_0-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-03-01-0207_7-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
20240301UTb,2024-03-01_02:20:00,249.0,206.1,275.4,C11,5600mm,ASI120MM,'8/10','8/10',2024-03-01-0220_0-Jupiter_R656G620B632-RGB-Smth-WhtBal,1,2024-03-01-0220_0-Jupiter_R656G647B632-RGB-Smth-WhtBal,1,2024-03-01-0232_4-Jupiter_R685G550B450-RGB-ClrSmth-WhtBal-WV
